AC No,Year,Rank,Candidate,Party,Alliance,Votes,Valid Votes,Electors,Voteshare,Margin
135,2015,17,BABY KUMARI,SKLP,,634,138520,238966,0.4577,-58572
135,2015,18,RAVI KUMAR ROY,GJDS,,478,138520,238966,0.3451,-58728
135,2015,19,SATYENDRA KUMAR RAY,BMUP,,417,138520,238966,0.3010,-58789
136,2015,1,VIJAY KUMAR CHOUDHARY,JD(U),,81055,152273,256690,53.2301,34044
136,2015,2,RANJEET NIRGUNI,BJP,,47011,152273,256690,30.8728,-34044
136,2015,3,None of the Above,NOTA,,7294,152273,256690,4.7901,-73761
136,2015,4,LALAN KUMAR ISHWAR,JMM,,3565,152273,256690,2.3412,-77490
136,2015,5,RABINDAR PARSAD RAY,IND,,3051,152273,256690,2.0036,-78004
136,2015,6,RAM VILAS ROY VIMAL,CPI,,2262,152273,256690,1.4855,-78793
136,2015,7,BRAJKISHOR SINGH CHAUHAN,CPI(ML)(L),,1814,152273,256690,1.1913,-79241
136,2015,8,NANDKISHOR SAH,LSSP,,1492,152273,256690,0.9798,-79563
136,2015,9,SAJAN KUMAR MISHRA,SP,,1487,152273,256690,0.9765,-79568
136,2015,10,RANJAN KUMAR THAKUR,BMUP,,1258,152273,256690,0.8261,-79797
136,2015,11,RAJ NARAYAN SAHNI,BSP,,788,152273,256690,0.5175,-80267
136,2015,12,MANI DEVI,SHS,,652,152273,256690,0.4282,-80403
136,2015,13,PARMANAND PATEL,GJDS,,544,152273,256690,0.3573,-80511
137,2015,1,EJYA YADAV,RJD,,47137,124591,237075,37.8334,23431
137,2015,2,RAJESH KUMAR SINGH,IND,,23706,124591,237075,19.0271,-23431
137,2015,3,SATYENDRA NARAYAN SINGH,BJP,,18496,124591,237075,14.8454,-28641
137,2015,4,MANOJ PRASAD SUNIL,CPM,,10018,124591,237075,8.0407,-37119
137,2015,5,AJAY KUMAR BULGANIN,JAPL,,8081,124591,237075,6.4860,-39056
137,2015,6,JAWAHAR LAL RAY,IND,,3297,124591,237075,2.6463,-43840
137,2015,7,JAYSHIV RANA MANISH ALIAS RANA RAJEEVSINGH,IND,,2145,124591,237075,1.7216,-44992
137,2015,8,RAM VIVEK PASWAN,IND,,2104,124591,237075,1.6887,-45033
137,2015,9,None of the Above,NOTA,,1795,124591,237075,1.4407,-45342
137,2015,10,ANITA KUMARI,IND,,1231,124591,237075,0.9880,-45906
137,2015,11,RANDHIR BHAI,IND,,1139,124591,237075,0.9142,-45998
137,2015,12,SUNIL KUMAR RAY,IND,,821,124591,237075,0.6590,-46316
137,2015,13,KAMLA DEVI ALIAS KAMLA KUMARI,LSSP,,810,124591,237075,0.6501,-46327
137,2015,14,SAGAR DAS PAN TANTI,BSP,,796,124591,237075,0.6389,-46341
137,2015,15,RAM NIWAS RAY,NJPI,,789,124591,237075,0.6333,-46348
137,2015,16,SANJAY KUMAR NIRALA,BMUP,,679,124591,237075,0.5450,-46458
137,2015,17,YASHWANT BHARATI,JKM,,660,124591,237075,0.5297,-46477
137,2015,18,BHUSHAN PRASAD RAY,JDR,,565,124591,237075,0.4535,-46572
137,2015,19,RAM NARESH ROY,GJDS,,322,124591,237075,0.2584,-46815
138,2015,1,RAM BALAK SINGH,JD(U),,57882,145578,241184,39.7601,17235
138,2015,2,RAM DEO VERMA,CPM,,40647,145578,241184,27.9211,-17235
138,2015,3,RAMESH KUMAR ROY,LJP,,32261,145578,241184,22.1606,-25621
138,2015,4,None of the Above,NOTA,,4440,145578,241184,3.0499,-53442
138,2015,5,SANJEEV KUMAR,RVNP,,3559,145578,241184,2.4447,-54323
138,2015,6,AMARJEET THAKUR,IND,,2447,145578,241184,1.6809,-55435
138,2015,7,PRITHVI NATH PRASAD,BDEP,,1857,145578,241184,1.2756,-56025
138,2015,8,AMRESH JHA ALIAS VIDDU JHA,IND,,1304,145578,241184,0.8957,-56578
138,2015,9,RAHMAT HUSAIN,BSP,,1181,145578,241184,0.8112,-56701
139,2015,1,DR. ASHOK KUMAR,INC,,85506,162578,295959,52.5938,34361
139,2015,2,MANJU HAZARI,BJP,,51145,162578,295959,31.4587,-34361
139,2015,3,INDAL PASWAN,CPI,,9543,162578,295959,5.8698,-75963
139,2015,4,None of the Above,NOTA,,5841,162578,295959,3.5927,-79665
139,2015,5,SURENDRA DAS,RVNP,,2355,162578,295959,1.4485,-83151
139,2015,6,ARUN RAM,IND,,2315,162578,295959,1.4239,-83191
139,2015,7,RAM BAHADUR AZAD,IND,,1783,162578,295959,1.0967,-83723
139,2015,8,BALESHWAR PASWAN,BSP,,1610,162578,295959,0.9903,-83896
139,2015,9,SHATRUDHAN KUMAR PASWAN,SP,,975,162578,295959,0.5997,-84531
139,2015,10,VIJAY LAXMY DEVI,NJPI,,769,162578,295959,0.4730,-84737
139,2015,11,BAIDYANATH KUMAR,GJDS,,736,162578,295959,0.4527,-84770
140,2015,1,RAJ KUMAR RAY,JD(U),,63094,146742,261721,42.9966,29600
140,2015,2,VINOD CHOUDHARY,BLSP,,33494,146742,261721,22.8251,-29600
140,2015,3,SUNIL KUMAR PUSHPAM,JAPL,,19756,146742,261721,13.4631,-43338
140,2015,4,None of the Above,NOTA,,7471,146742,261721,5.0912,-55623
140,2015,5,GANGADHAR JHA,CPM,,5589,146742,261721,3.8087,-57505
140,2015,6,JITENDRA KUMAR YADAV,RVNP,,4850,146742,261721,3.3051,-58244
140,2015,7,SUDIN YADAV,AVIRP,,3881,146742,261721,2.6448,-59213
140,2015,8,BINDESHWARI PRASAD SAHNI,SKLP,,2231,146742,261721,1.5204,-60863
140,2015,9,PRAYAG CHANDRA MUKHIA,CPI,,2211,146742,261721,1.5067,-60883
140,2015,10,MANORANJAN RAI,IND,,1444,146742,261721,0.9840,-61650
140,2015,11,RANJAN KUMAR,IND,,1402,146742,261721,0.9554,-61692
140,2015,12,PRAVIN KUMAR,BSP,,1319,146742,261721,0.8989,-61775
141,2015,1,KUMARI MANJU VERMA,JD(U),,69795,138565,231545,50.3699,29736
141,2015,2,ANIL KUMAR CHAUDHARY,LJP,,40059,138565,231545,28.9099,-29736
141,2015,3,MD. ABDUL HAFIZ KHAN,CPI,,8092,138565,231545,5.8399,-61703
141,2015,4,None of the Above,NOTA,,5740,138565,231545,4.1425,-64055
141,2015,5,RAJ KISHOR YADAV,RVNP,,3168,138565,231545,2.2863,-66627
141,2015,6,SARJAN SAHANI,BMUP,,2682,138565,231545,1.9356,-67113
141,2015,7,LAXMI MAHTO,SKLP,,2513,138565,231545,1.8136,-67282
141,2015,8,PRADIP PASWAN,IND,,1890,138565,231545,1.3640,-67905
141,2015,9,RAKESH KUMAR VARAMA,IND,,1839,138565,231545,1.3272,-67956
141,2015,10,ARUN PASWAN,BSP,,1634,138565,231545,1.1792,-68161
141,2015,11,RAM SEWAK MAHTO,SASAPT,,1153,138565,231545,0.8321,-68642
142,2015,1,RAMDEO RAI,INC,,73983,161440,271815,45.8269,36931
142,2015,2,ARVIND KUMAR SINGH,LJP,,37052,161440,271815,22.9509,-36931
142,2015,3,ABDHESH KUMAR ROY,CPI,,28539,161440,271815,17.6778,-45444
142,2015,4,SUBHASH KUMAR ISHWAR,IND,,7296,161440,271815,4.5193,-66687
142,2015,5,BINAY KUMAR SINGH,IND,,4944,161440,271815,3.0624,-69039
142,2015,6,None of the Above,NOTA,,3311,161440,271815,2.0509,-70672
142,2015,7,SRIMATI KUNDAN SINGH,JKNPP,,1816,161440,271815,1.1249,-72167
142,2015,8,SHWETA SUMAN YADAV,JAPL,,1460,161440,271815,0.9044,-72523
142,2015,9,CHANDESHWAR PASWAN,IND,,1335,161440,271815,0.8269,-72648
142,2015,10,NARESH PASWAN,BMUP,,905,161440,271815,0.5606,-73078
142,2015,11,ASHOK SAH,IND,,799,161440,271815,0.4949,-73184
143,2015,1,BIRENDRA KUMAR,RJD,,68975,159818,268821,43.1585,15611
143,2015,2,RAM LAKHAN SINGH,BJP,,53364,159818,268821,33.3905,-15611
143,2015,3,RAM RATAN SINGH,CPI,,25818,159818,268821,16.1546,-43157
143,2015,4,SANJEEV KUMAR BHARTI,IND,,4413,159818,268821,2.7613,-64562
143,2015,5,None of the Above,NOTA,,2804,159818,268821,1.7545,-66171
143,2015,6,DEEPAK KUMAR SINGH,IND,,1946,159818,268821,1.2176,-67029
143,2015,7,SHAMSHER ALAM,SP,,1384,159818,268821,0.8660,-67591
143,2015,8,ANIL KUMAR,IND,,1114,159818,268821,0.6970,-67861
144,2015,1,NARENDRA KUMAR SINGH ALIAS BOGO SINGH,JD(U),,89297,182354,305043,48.9690,22688
144,2015,2,SARVESH KUMAR,BJP,,66609,182354,305043,36.5273,-22688
144,2015,3,SHOBHA DEVI,CPI,,11232,182354,305043,6.1594,-78065
144,2015,4,None of the Above,NOTA,,7067,182354,305043,3.8754,-82230
144,2015,5,PRAVIN KUMAR,IND,,2311,182354,305043,1.2673,-86986
144,2015,6,RANBIR KUMAR SALESH,BMUP,,1297,182354,305043,0.7113,-88000
144,2015,7,RAM PADARATH YADAV,BSP,,1276,182354,305043,0.6997,-88021
144,2015,8,SUSHIL KUMAR,AKBMP,,1207,182354,305043,0.6619,-88090
144,2015,9,MD SHAMIM AKTHAR,IND,,1180,182354,305043,0.6471,-88117
144,2015,10,MUKESH KUMAR,IND,,878,182354,305043,0.4815,-88419
145,2015,1,SHREENARAYAN YADAV,RJD,,78225,136947,233840,57.1206,45474
145,2015,2,M.D. ASLAM,LJP,,32751,136947,233840,23.9151,-45474
145,2015,3,SURENDRA VIVEK,IND,,12259,136947,233840,8.9516,-65966
145,2015,4,None of the Above,NOTA,,3941,136947,233840,2.8778,-74284
145,2015,5,S.M. NOOR ALAM,CPI(ML)(L),,2198,136947,233840,1.6050,-76027
145,2015,6,MAULANA KASIM,IND,,1874,136947,233840,1.3684,-76351
145,2015,7,SARITA DEVI,BSP,,1804,136947,233840,1.3173,-76421
145,2015,8,RAJ KUMAR PRASAD,JAPL,,1013,136947,233840,0.7397,-77212
145,2015,9,DR. RAM UDAY SHARMA,SSD,,819,136947,233840,0.5980,-77406
145,2015,10,MAKKHAN SAH,BJJD,,724,136947,233840,0.5287,-77501
145,2015,11,PRAVIN KUMAR,BMUP,,685,136947,233840,0.5002,-77540
145,2015,12,MOBASSIR AHMAD,NADP,,654,136947,233840,0.4776,-77571
146,2015,1,AMITA BHUSHAN,INC,,83521,169726,311575,49.2093,16531
146,2015,2,SURENDRA MEHTA,BJP,,66990,169726,311575,39.4695,-16531
146,2015,3,RAJENDRA PRASAD SINGH,CPM,,5593,169726,311575,3.2953,-77928
146,2015,4,None of the Above,NOTA,,4678,169726,311575,2.7562,-78843
146,2015,5,DILEEP KESARI,SP,,1815,169726,311575,1.0694,-81706
146,2015,6,RAJESH KUMAR,IND,,1252,169726,311575,0.7377,-82269
146,2015,7,AMARJEET SAH,IND,,1250,169726,311575,0.7365,-82271
146,2015,8,AMIT KUMAR,IND,,1130,169726,311575,0.6658,-82391
146,2015,9,BIPIN KUMAR PASWAN,BSP,,996,169726,311575,0.5868,-82525
146,2015,10,SHYAM PODDAR,BMUP,,872,169726,311575,0.5138,-82649
146,2015,11,AJIT KUMAR,IND,,682,169726,311575,0.4018,-82839
146,2015,12,BINDESHWARI SHARMA,RAIP,,517,169726,311575,0.3046,-83004
146,2015,13,PINKI SINHA,JKNPP,,430,169726,311575,0.2533,-83091
147,2015,1,UPENDRA PASWAN,RJD,,72632,147461,247074,49.2551,40256
147,2015,2,RAMANAND RAM,BJP,,32376,147461,247074,21.9556,-40256
147,2015,3,SURYAKANT PASWAN,CPI,,29185,147461,247074,19.7917,-43447
147,2015,4,None of the Above,NOTA,,3922,147461,247074,2.6597,-68710
147,2015,5,SURESH SADA,BJND,,1710,147461,247074,1.1596,-70922
147,2015,6,VINOD KUMAR DAS,BSP,,1694,147461,247074,1.1488,-70938
147,2015,7,DASO PASWAN,JAPL,,1619,147461,247074,1.0979,-71013
147,2015,8,VAIJANATH PASWAN,IND,,1562,147461,247074,1.0593,-71070
147,2015,9,SURENDRA PASWAN,IND,,1451,147461,247074,0.9840,-71181
147,2015,10,UPENDRA KUMAR PASWAN,BMUP,,1310,147461,247074,0.8884,-71322
148,2015,1,CHANDAN KUMAR,RJD,,70519,136755,229040,51.5659,24470
148,2015,2,PASHUPATI KUMAR PARAS,LJP,,46049,136755,229040,33.6726,-24470
148,2015,3,MANOJ SADA,CPI,,7087,136755,229040,5.1823,-63432
148,2015,4,RAM PRASAD SADA,IND,,4335,136755,229040,3.1699,-66184
148,2015,5,None of the Above,NOTA,,3843,136755,229040,2.8101,-66676
148,2015,6,PHULESHWAR SADA,IND,,1813,136755,229040,1.3257,-68706
148,2015,7,PRAMITA DEVI,IND,,850,136755,229040,0.6215,-69669
148,2015,8,UDAY PRAKASH SADA,BMUP,,802,136755,229040,0.5865,-69717
148,2015,9,JAY JAY RAM,IND,,772,136755,229040,0.5645,-69747
148,2015,10,BUDDHAN SADA,NADP,,685,136755,229040,0.5009,-69834
149,2015,1,POONAM DEVI YADAV,JD(U),,64767,139501,236306,46.4276,25565
149,2015,2,RAJESH KUMAR URF ROHIT KUMAR,HAMS,,39202,139501,236306,28.1016,-25565
149,2015,3,MANOHAR KUMAR YADAV,JAPL,,12791,139501,236306,9.1691,-51976
149,2015,4,None of the Above,NOTA,,4687,139501,236306,3.3598,-60080
149,2015,5,MUKESH KUMAR,IND,,3701,139501,236306,2.6530,-61066
149,2015,6,SANJAY KUMAR,CPM,,3508,139501,236306,2.5147,-61259
149,2015,7,GOPAL KRISHNA KUMAR CHANDAN,IND,,3115,139501,236306,2.2330,-61652
149,2015,8,MANOJ KUMAR,BMUP,,2155,139501,236306,1.5448,-62612
149,2015,9,BIRENDRA KUMAR,IND,,1348,139501,236306,0.9663,-63419
149,2015,10,BABITA DEVI,IND,,1124,139501,236306,0.8057,-63643
149,2015,11,BIRENDRA YADAV,IND,,917,139501,236306,0.6573,-63850
149,2015,12,SHIV NARAYAN SINGH,IND,,787,139501,236306,0.5642,-63980
149,2015,13,GANESH THAKUR,GJDS,,753,139501,236306,0.5398,-64014
149,2015,14,UMESH THAKUR,NADP,,646,139501,236306,0.4631,-64121
150,2015,1,PANNA LAL SINGH PATEL,JD(U),,63216,167215,282218,37.8052,13525
150,2015,2,MITHILESH KUMAR NISHAD,LJP,,49691,167215,282218,29.7168,-13525
150,2015,3,VIJAY KUMAR PANDAV,IND,,15604,167215,282218,9.3317,-47612
150,2015,4,PRABHAKAR PRASAD SINGH,CPI,,9963,167215,282218,5.9582,-53253
150,2015,5,MAHESHWAR SHRMA,IND,,6723,167215,282218,4.0206,-56493
150,2015,6,None of the Above,NOTA,,5383,167215,282218,3.2192,-57833
150,2015,7,NAGENDRA SINGH TYAGI,JAPL,,4140,167215,282218,2.4759,-59076
150,2015,8,NAVEEN KUMAR SAH,BSP,,3095,167215,282218,1.8509,-60121
150,2015,9,SANJAY KUMAR,IND,,3064,167215,282218,1.8324,-60152
150,2015,10,AKHILESH KUMAR VIDYARTHI,IND,,2867,167215,282218,1.7146,-60349
150,2015,11,BINOD YADAV,RVNP,,2305,167215,282218,1.3785,-60911
150,2015,12,BINDU DEVI,BMUP,,1164,167215,282218,0.6961,-62052
151,2015,1,RAMANAD PRASAD SINGH,JD(U),,76248,169225,286173,45.0572,28924
151,2015,2,RAMANUJ CHOUDHARY,BJP,,47324,169225,286173,27.9651,-28924
151,2015,3,SUHELI MEHTA,JAPL,,23137,169225,286173,13.6723,-53111
151,2015,4,None of the Above,NOTA,,5951,169225,286173,3.5166,-70297
151,2015,5,HARERAM CHOUDHARI,CPM,,3439,169225,286173,2.0322,-72809
151,2015,6,SATISH PRASAD SINGH,IND,,2572,169225,286173,1.5199,-73676
151,2015,7,RANJEET KUMAR ROUSHAN,RAHM,,2002,169225,286173,1.1830,-74246
151,2015,8,RAKESH KUMAR,AAHPTY,,1592,169225,286173,0.9408,-74656
151,2015,9,SHOBHA DEVI,SKLP,,1444,169225,286173,0.8533,-74804
151,2015,10,SANTOSH KUMAR,IND,,1338,169225,286173,0.7907,-74910
151,2015,11,NAVEEN KUMAR,IND,,980,169225,286173,0.5791,-75268
151,2015,12,MUKESH KUMAR,RSADP,,703,169225,286173,0.4154,-75545
151,2015,13,SHIV KUMAR MISHRA,IND,,692,169225,286173,0.4089,-75556
151,2015,14,SHAILENDRA KUMAR,NADP,,669,169225,286173,0.3953,-75579
151,2015,15,MOHAMMD IRFAN,GAAP,,653,169225,286173,0.3859,-75595
151,2015,16,SAMBHU SHARAN MISHRA,IND,,481,169225,286173,0.2842,-75767
152,2015,1,VARSHA RANI,RJD,,68963,142528,245811,48.3856,12716
152,2015,2,KUMAR SHAILENDRA,BJP,,56247,142528,245811,39.4638,-12716
152,2015,3,LAL BAHADUR SINGH,IND,,4141,142528,245811,2.9054,-64822
152,2015,4,None of the Above,NOTA,,3565,142528,245811,2.5013,-65398
152,2015,5,HAIDAR ALI,IND,,2983,142528,245811,2.0929,-65980
152,2015,6,AJMERY KHATUN,JAPL,,1874,142528,245811,1.3148,-67089
152,2015,7,BINDESHWARI MANDAL,CPI(ML)(L),,846,142528,245811,0.5936,-68117
152,2015,8,SUMAN KUMAR,IND,,784,142528,245811,0.5501,-68179
152,2015,9,GAUTAM KUMAR PRITAM,SP(I),,627,142528,245811,0.4399,-68336
152,2015,10,BABY KUMARI,IND,,579,142528,245811,0.4062,-68384
152,2015,11,RADHUNATH DAS,VIP,,547,142528,245811,0.3838,-68416
152,2015,12,RAJESH KUMAR JHA,IND,,531,142528,245811,0.3726,-68432
152,2015,13,NIKHIL KUMAR,AVIRP,,395,142528,245811,0.2771,-68568
152,2015,14,CHHANGURI SHARMA,IND,,238,142528,245811,0.1670,-68725
152,2015,15,JIWAN MAHTO,IND,,208,142528,245811,0.1459,-68755
153,2015,1,NARENDRA KUMAR NIRAJ,JD(U),,57403,138807,257880,41.3545,5169
153,2015,2,ANIL KUMAR YADAV,BJP,,52234,138807,257880,37.6307,-5169
153,2015,3,SURES BHAGAT,IND,,6410,138807,257880,4.6179,-50993
153,2015,4,None of the Above,NOTA,,5042,138807,257880,3.6324,-52361
153,2015,5,BRAHMDEO YADAV,CPI,,4462,138807,257880,3.2145,-52941
153,2015,6,AMIT RANA,IND,,3186,138807,257880,2.2953,-54217
153,2015,7,AMARENDA SINGH NISHAD,NCP,,2807,138807,257880,2.0222,-54596
153,2015,8,SUNIL KUMAR,IND,,2239,138807,257880,1.6130,-55164
153,2015,9,MD. MOHIUDDIN,IND,,1867,138807,257880,1.3450,-55536
153,2015,10,PANKAJ KUMAR,IND,,1032,138807,257880,0.7435,-56371
153,2015,11,RAMBILASH PASWAN,BSP,,616,138807,257880,0.4438,-56787
153,2015,12,NEERAJ KUMAR YADAV,IND,,555,138807,257880,0.3998,-56848
153,2015,13,TEJ BAHADUR SINGH,IND,,506,138807,257880,0.3645,-56897
153,2015,14,MD. AISHAAN,TNRMPI,,448,138807,257880,0.3228,-56955
154,2015,1,RAM VILASH PASWAN,RJD,,80058,177132,307808,45.1968,5144
154,2015,2,LALAN KUMAR,BJP,,74914,177132,307808,42.2928,-5144
154,2015,3,HIRALAL PASWAN,CPI,,4622,177132,307808,2.6094,-75436
154,2015,4,None of the Above,NOTA,,4138,177132,307808,2.3361,-75920
154,2015,5,PARVEEN NAG,BSP,,3103,177132,307808,1.7518,-76955
154,2015,6,SUDHIR KUMAR,IND,,2878,177132,307808,1.6248,-77180
154,2015,7,SHIVNARAYAN PASWAN URF SHIVLAL PASWAN,IND,,2210,177132,307808,1.2477,-77848
154,2015,8,UPENDRA PASWAN,IND,,1345,177132,307808,0.7593,-78713
154,2015,9,SUNIL PASWAN,JAPL,,1065,177132,307808,0.6012,-78993
154,2015,10,SURESH PASWAN,NTP,,1012,177132,307808,0.5713,-79046
154,2015,11,NARESH DAS,SKLP,,908,177132,307808,0.5126,-79150
154,2015,12,UDHALI PASWAN,IND,,879,177132,307808,0.4962,-79179
155,2015,1,SADANAND SINGH,INC,,64981,177136,308196,36.6842,21229
155,2015,2,NIRAJ KUMAR MANDAL,LJP,,43752,177136,308196,24.6997,-21229
155,2015,3,PAWAN KUMAR YADAV,IND,,26510,177136,308196,14.9659,-38471
155,2015,4,NAJANI NAJ,IND,,9093,177136,308196,5.1333,-55888
155,2015,5,SANJIT SUMAN,CPI,,7339,177136,308196,4.1431,-57642
155,2015,6,None of the Above,NOTA,,5353,177136,308196,3.0220,-59628
155,2015,7,DEEPAK KUMAR,IND,,3409,177136,308196,1.9245,-61572
155,2015,8,SANJIV KUMAR,CPM,,3282,177136,308196,1.8528,-61699
155,2015,9,PRADEEP KUMAR,SKLP,,3266,177136,308196,1.8438,-61715
155,2015,10,SUMAN KUMAR SINGH,IND,,2757,177136,308196,1.5564,-62224
155,2015,11,BINOD PANDEY,IND,,2748,177136,308196,1.5514,-62233
155,2015,12,VINDISHWRI SHARMA,NTP,,1853,177136,308196,1.0461,-63128
155,2015,13,MANOJ KUMAR YADAV,BSP,,1726,177136,308196,0.9744,-63255
155,2015,14,SHOBHA KANT MANDAL,SP,,1067,177136,308196,0.6024,-63914
156,2015,1,AJEET SHARMA,INC,,70514,152511,316636,46.2354,10658
156,2015,2,ARJIT SHASHWAT CHOUBEY,BJP,,59856,152511,316636,39.2470,-10658
156,2015,3,BIJAY PD. SAH,IND,,15212,152511,316636,9.9744,-55302
156,2015,4,None of the Above,NOTA,,2500,152511,316636,1.6392,-68014
156,2015,5,MD SHAHAB ALAM,BSP,,954,152511,316636,0.6255,-69560
156,2015,6,RAVISHANKAR SINGH,PBI,,810,152511,316636,0.5311,-69704
156,2015,7,SYED BASHAR ALI,CPI(ML)(L),,612,152511,316636,0.4013,-69902
156,2015,8,OM BHASKER,IND,,579,152511,316636,0.3796,-69935
156,2015,9,ARUNA DEVI,NTP,,492,152511,316636,0.3226,-70022
156,2015,10,MUNSHI DAS,IND,,479,152511,316636,0.3141,-70035
156,2015,11,DAYARAM MANDAL,BMUP,,268,152511,316636,0.1757,-70246
156,2015,12,GOPAL BHARTI,SP,,235,152511,316636,0.1541,-70279
157,2015,1,SUBODH ROY,JD(U),,63345,154726,309131,40.9401,14033
157,2015,2,HIMANSHU PRASAD,BLSP,,49312,154726,309131,31.8705,-14033
157,2015,3,LALAN KUMAR,IND,,14073,154726,309131,9.0954,-49272
157,2015,4,None of the Above,NOTA,,8165,154726,309131,5.2771,-55180
157,2015,5,RAKESH KUMAR SAH,IND,,4041,154726,309131,2.6117,-59304
157,2015,6,CHAKRAPANI HIMANSHU,JAPL,,3186,154726,309131,2.0591,-60159
157,2015,7,DR. DINESH CHANDRA DIWAKAR,CPI,,2732,154726,309131,1.7657,-60613
157,2015,8,GOBIND BHAIYA,BSP,,2140,154726,309131,1.3831,-61205
157,2015,9,AMAR JEET KUMAR SINGH,SP,,1914,154726,309131,1.2370,-61431
157,2015,10,KIRAN MISHRA,IND,,1884,154726,309131,1.2176,-61461
157,2015,11,ARUN KUMAR SINGH,IND,,1843,154726,309131,1.1911,-61502
157,2015,12,SUMAN KUMAR,SKLP,,1203,154726,309131,0.7775,-62142
157,2015,13,RUMEE KHAN,BMUP,,888,154726,309131,0.5739,-62457
158,2015,1,AJAY KUMAR MANDAL,JD(U),,66485,169762,300682,39.1637,7825
158,2015,2,AMAR NATH PRASAD ALIES AMAR SINGH KUSHWAHA,LJP,,58660,169762,300682,34.5543,-7825
158,2015,3,ABU QAISER,JAPL,,8725,169762,300682,5.1395,-57760
158,2015,4,OM PRAKASH YADAV,IND,,7420,169762,300682,4.3708,-59065
158,2015,5,None of the Above,NOTA,,7172,169762,300682,4.2247,-59313
158,2015,6,MANOHAR KUMAR MANDAL,CPM,,5682,169762,300682,3.3470,-60803
158,2015,7,SANJAY KUMAR ALIES PAPPU YADAV,IND,,4460,169762,300682,2.6272,-62025
158,2015,8,DIWAKAR CHANDRA DUBEY,SP,,2534,169762,300682,1.4927,-63951
158,2015,9,BIRENDRA PRASAD SINGH,BJHP,,2342,169762,300682,1.3796,-64143
158,2015,10,SANDIP KUMAR SHARMA,GJDS,,1873,169762,300682,1.1033,-64612
158,2015,11,MOHAMMAD RIJBI,BSP,,1357,169762,300682,0.7994,-65128
158,2015,12,UPENDER MANDAL,NTP,,1110,169762,300682,0.6539,-65375
158,2015,13,DEEPAK KUMAR,SUCI,,983,169762,300682,0.5790,-65502
158,2015,14,UPENDRA PRASAD DAS,SKLP,,959,169762,300682,0.5649,-65526
159,2015,1,JANARDAN MANJHI,JD(U),,73707,153925,276830,47.8850,11773
159,2015,2,MRINAL SHEKHAR,BJP,,61934,153925,276830,40.2365,-11773
159,2015,3,None of the Above,NOTA,,6818,153925,276830,4.4294,-66889
159,2015,4,SURENDRA PRASAD SINGH,IND,,2864,153925,276830,1.8606,-70843
159,2015,5,SURYADEO SINGH,IND,,2134,153925,276830,1.3864,-71573
159,2015,6,AJAY HARIJAN,BDLP,,1314,153925,276830,0.8537,-72393
159,2015,7,AMIT KUMAR SHEKHAR,CPI(ML)(L),,1082,153925,276830,0.7029,-72625
159,2015,8,SHASHI SHEKHAR,IND,,788,153925,276830,0.5119,-72919
159,2015,9,ANIL KUMAR SINGH,LTSD,,739,153925,276830,0.4801,-72968
159,2015,10,MANOJ KUMAR AZAD,IND,,619,153925,276830,0.4021,-73088
159,2015,11,SADHANA KUMARI,IND,,546,153925,276830,0.3547,-73161
159,2015,12,RANJEET SHARMA,IND,,481,153925,276830,0.3125,-73226
159,2015,13,PRAVIN KUMAR,IND,,314,153925,276830,0.2040,-73393
159,2015,14,KUMARI SHYAMA PANDEY,GJDS,,308,153925,276830,0.2001,-73399
159,2015,15,MITHILESH KUMAR SINGH,SASAPT,,277,153925,276830,0.1800,-73430
160,2015,1,MANISH KUMAR,JD(U),,68858,155039,269196,44.4133,24154
160,2015,2,BHUDEO CHOUDHARY,BLSP,,44704,155039,269196,28.8340,-24154
160,2015,3,MUNILAL PASWAN,CPI,,24501,155039,269196,15.8031,-44357
160,2015,4,None of the Above,NOTA,,5836,155039,269196,3.7642,-63022
160,2015,5,VIJAY PASWAN,SKLP,,3345,155039,269196,2.1575,-65513
160,2015,6,PUSHPALATA KUMARI,BSP,,2642,155039,269196,1.7041,-66216
160,2015,7,NEELU DEVI,BDLP,,2319,155039,269196,1.4958,-66539
160,2015,8,ANIL RAJAK,GJDS,,1489,155039,269196,0.9604,-67369
160,2015,9,GANESH PASWAN,SP,,1345,155039,269196,0.8675,-67513
161,2015,1,RAM NARAYAN MANDAL,BJP,,52379,136529,235691,38.3647,3730
161,2015,2,ZAFRUL HODA,RJD,,48649,136529,235691,35.6327,-3730
161,2015,3,AJIT KUMAR SINGH,BSP,,16548,136529,235691,12.1205,-35831
161,2015,4,MANOJ SINGH,IND,,5191,136529,235691,3.8021,-47188
161,2015,5,DIGAMBAR MANDAL,IND,,4071,136529,235691,2.9818,-48308
161,2015,6,None of the Above,NOTA,,3004,136529,235691,2.2003,-49375
161,2015,7,MAKHAN YADAV,IND,,2018,136529,235691,1.4781,-50361
161,2015,8,RAJENDRA RAY,IND,,1579,136529,235691,1.1565,-50800
161,2015,9,UMAKANT YADAV,BDLP,,1240,136529,235691,0.9082,-51139
161,2015,10,RENU KUMARI,CPI(ML)(L),,679,136529,235691,0.4973,-51700
161,2015,11,ABDUL KADIR,IND,,594,136529,235691,0.4351,-51785
161,2015,12,RAKESH RANJAN,GJDS,,577,136529,235691,0.4226,-51802
162,2015,1,SWEETY SIMA HEMBRAM,RJD,,54760,132421,232942,41.3530,10337
162,2015,2,NIKKI HEMBRAM,BJP,,44423,132421,232942,33.5468,-10337
162,2015,3,ANJALA HANSDA,JMM,,17481,132421,232942,13.2011,-37279
