AC No,Year,Rank,Candidate,Party,Alliance,Votes,Valid Votes,Electors,Voteshare,Margin
199,2020,13,TEJ NARAYAN TIWARI,IND,Other,866,185396,340864,0.4671,-89310
199,2020,14,KAMALKANT SINGH,JRJP,Other,693,185396,340864,0.3738,-89483
199,2020,15,RANJAN KUMAR TIWARY,RWJS,Other,465,185396,340864,0.2508,-89711
200,2020,1,Sanjay Kr. Tiwari @ Munna Tiwari,INC,MGB,59417,163340,289997,36.3763,3892
200,2020,2,Parshuram Chaubey,BJP,NDA,55525,163340,289997,33.9935,-3892
200,2020,3,Nirmal Kumar Singh,RLSP,GDSF,30489,163340,289997,18.6660,-28928
200,2020,4,Aakash Kumar Singh,IND,Other,5794,163340,289997,3.5472,-53623
200,2020,5,NOTA,NOTA,Other,3630,163340,289997,2.2224,-55787
200,2020,6,Ravi Raj,IND,Other,1461,163340,289997,0.8945,-57956
200,2020,7,Raja Ram Singh,IND,Other,1384,163340,289997,0.8473,-58033
200,2020,8,Gobardhn Misara,IND,Other,1141,163340,289997,0.6985,-58276
200,2020,9,Sudhakar Mishra,IND,Other,1054,163340,289997,0.6453,-58363
200,2020,10,Ashwini Kumar Rai,HSP,Other,796,163340,289997,0.4873,-58621
200,2020,11,Ram Nath Thakur,BHRTSBLP,Other,733,163340,289997,0.4488,-58684
200,2020,12,Arun Kumar Ojha,IND,Other,723,163340,289997,0.4426,-58694
200,2020,13,Bheem Prasad,IND,Other,464,163340,289997,0.2841,-58953
200,2020,14,Kamal Narayan Yadav,IND,Other,406,163340,289997,0.2486,-59011
200,2020,15,Sanjay Kumar Chaubey,RJnJnP,Other,323,163340,289997,0.1977,-59094
201,2020,1,AJIT KUMAR SINGH,CPI(ML)(L),MGB,71320,174976,318276,40.7599,24415
201,2020,2,ANJUM ARA,JD(U),NDA,46905,174976,318276,26.8065,-24415
201,2020,3,ARVIND PRATAP SHAHI @ BANTI SHAHI,RLSP,GDSF,11517,174976,318276,6.5820,-59803
201,2020,4,SHIVANG VIJAY SINGH,IND,Other,9390,174976,318276,5.3665,-61930
201,2020,5,DADAN YADAV,IND,Other,9166,174976,318276,5.2384,-62154
201,2020,6,AKHILESH KUMAR SINGH,LJP,Other,6474,174976,318276,3.6999,-64846
201,2020,7,SUNIL KUMAR @ PAPPU YADAV,IND,Other,4265,174976,318276,2.4375,-67055
201,2020,8,MOHAMMAD AFZAL ANSARI,IND,Other,2961,174976,318276,1.6922,-68359
201,2020,9,NOTA,NOTA,Other,1877,174976,318276,1.0727,-69443
201,2020,10,SHREE KANT SINGH,JAPL,Other,1858,174976,318276,1.0619,-69462
201,2020,11,SANTOSH KUMAR CHOUBEY,IND,Other,1763,174976,318276,1.0076,-69557
201,2020,12,VIKASH SINGH,RTJHPR,Other,1628,174976,318276,0.9304,-69692
201,2020,13,MANORANJAN KUMAR PASWAN,IND,Other,1300,174976,318276,0.7430,-70020
201,2020,14,RAJARAM CHAUDHARI,IND,Other,1277,174976,318276,0.7298,-70043
201,2020,15,RAVI SHANKAR RAI,IND,Other,1073,174976,318276,0.6132,-70247
201,2020,16,VINAY RAUT,BPL,Other,913,174976,318276,0.5218,-70407
201,2020,17,PRIYESH KUMAR,IND,Other,467,174976,318276,0.2669,-70853
201,2020,18,GANGA PRASAD,IND,Other,415,174976,318276,0.2372,-70905
201,2020,19,ANSHU KUMARI,IND,Other,407,174976,318276,0.2326,-70913
202,2020,1,VISHWANATH RAM,INC,MGB,67871,184616,324038,36.7633,21204
202,2020,2,SANTOSH KUMAR NIRALA,JD(U),NDA,46667,184616,324038,25.2779,-21204
202,2020,3,SANJAY RAM,BSP,GDSF,43836,184616,324038,23.7444,-24035
202,2020,4,NIRBHAYA KUMAR NIRALA,LJP,Other,7449,184616,324038,4.0349,-60422
202,2020,5,AJAD PASWAN,IND,Other,4276,184616,324038,2.3162,-63595
202,2020,6,NOTA,NOTA,Other,2841,184616,324038,1.5389,-65030
202,2020,7,CHHEDI LAL RAM,IND,Other,2365,184616,324038,1.2810,-65506
202,2020,8,NEELKAMAL PRASAD,IND,Other,1873,184616,324038,1.0145,-65998
202,2020,9,NIKUNJ KUMAR ARYAN,IND,Other,1481,184616,324038,0.8022,-66390
202,2020,10,HARE RAM PRASAD,BHRTSBLP,Other,1441,184616,324038,0.7805,-66430
202,2020,11,ASHOK KUMAR RAM,BMUP,Other,1327,184616,324038,0.7188,-66544
202,2020,12,SAVINAY KUMAR,BhAmAP,Other,969,184616,324038,0.5249,-66902
202,2020,13,SURAJ PRAKASH RAM,SANKISVP,Other,885,184616,324038,0.4794,-66986
202,2020,14,ASHOK PASWAN,RTJHPR,Other,748,184616,324038,0.4052,-67123
202,2020,15,MOHAN RAM RAJAK,PPID,Other,587,184616,324038,0.3180,-67284
203,2020,1,Sudhakar Singh,RJD,MGB,58083,179266,279545,32.4005,189
203,2020,2,Ambika Singh,BSP,GDSF,57894,179266,279545,32.2950,-189
203,2020,3,Ashok Kumar Singh,BJP,NDA,56084,179266,279545,31.2854,-1999
203,2020,4,NOTA,NOTA,Other,2019,179266,279545,1.1263,-56064
203,2020,5,Sanjay Kumar Singh,IND,Other,1171,179266,279545,0.6532,-56912
203,2020,6,Ram Bachan Ram,NCP,Other,907,179266,279545,0.5060,-57176
203,2020,7,Shankar Dayal Anand,IND,Other,864,179266,279545,0.4820,-57219
203,2020,8,Deepak Upadhyay,BHRTSBLP,Other,584,179266,279545,0.3258,-57499
203,2020,9,Indresh Bahadur Singh,IND,Other,510,179266,279545,0.2845,-57573
203,2020,10,Shahil Kumar,IND,Other,395,179266,279545,0.2203,-57688
203,2020,11,Ram Sudhakar Tiwary,IND,Other,381,179266,279545,0.2125,-57702
203,2020,12,MD. Iliyas Ansari,IND,Other,192,179266,279545,0.1071,-57891
203,2020,13,Ram Bachan Singh,IND,Other,182,179266,279545,0.1015,-57901
204,2020,1,Sangita Kumari,RJD,MGB,61235,161836,270244,37.8377,12054
204,2020,2,Niranjan Ram,BJP,NDA,49181,161836,270244,30.3894,-12054
204,2020,3,Suman Devi,RLSP,GDSF,39855,161836,270244,24.6268,-21380
204,2020,4,NOTA,NOTA,Other,3871,161836,270244,2.3919,-57364
204,2020,5,Indrajit Ram,RSTJLKPS,Other,1603,161836,270244,0.9905,-59632
204,2020,6,Mukesh Kumar Raj,IND,Other,1225,161836,270244,0.7569,-60010
204,2020,7,Brajesh Kumar,IND,Other,1020,161836,270244,0.6303,-60215
204,2020,8,Sonu Kumari,IND,Other,864,161836,270244,0.5339,-60371
204,2020,9,Rajesh Kumar Ram,NCP,Other,771,161836,270244,0.4764,-60464
204,2020,10,Anil Kumar,AKBHAD,Other,743,161836,270244,0.4591,-60492
204,2020,11,Bechan Ram,IND,Other,499,161836,270244,0.3083,-60736
204,2020,12,Dulesh Ram,IND,Other,382,161836,270244,0.2360,-60853
204,2020,13,Ashwini Kumar,IND,Other,299,161836,270244,0.1848,-60936
204,2020,14,Dadan Ram,SPL,Other,288,161836,270244,0.1780,-60947
205,2020,1,BHARAT BIND,RJD,MGB,57561,174534,274728,32.9798,10045
205,2020,2,RINKI RANI PANDEY,BJP,NDA,47516,174534,274728,27.2245,-10045
205,2020,3,BIRENDRA KUMAR SINGH,RLSP,GDSF,37014,174534,274728,21.2073,-20547
205,2020,4,DOCTOR PRAMOD KUMAR SINGH,IND,Other,20639,174534,274728,11.8252,-36922
205,2020,5,NOTA,NOTA,Other,3671,174534,274728,2.1033,-53890
205,2020,6,STYENDRA KUMAR DUBEY,IND,Other,1390,174534,274728,0.7964,-56171
205,2020,7,RAMCHANDR SINGH YADAV,JAPL,Other,1173,174534,274728,0.6721,-56388
205,2020,8,NARENDRA PRATAP SINGH,IND,Other,1133,174534,274728,0.6492,-56428
205,2020,9,DIWAKER CHOUBEY,RSTJLKPS,Other,1096,174534,274728,0.6280,-56465
205,2020,10,CHTHU GOND,APoI,Other,724,174534,274728,0.4148,-56837
205,2020,11,UJJWAL KUMAR CHAUBAY,IND,Other,719,174534,274728,0.4120,-56842
205,2020,12,KRISHNAKANT TIWARI,IND,Other,669,174534,274728,0.3833,-56892
205,2020,13,SANJAY KUMAR SINHA,NCP,Other,640,174534,274728,0.3667,-56921
205,2020,14,POONAM SINGH URF DR. POONAM KUSHWAHA,BMUP,Other,314,174534,274728,0.1799,-57247
205,2020,15,MUKHTAR ANSARI,PECP,Other,275,174534,274728,0.1576,-57286
206,2020,1,MOHD. ZAMA KHAN,BSP,GDSF,95245,205970,318231,46.2422,24294
206,2020,2,BRIJ KISHOR BIND,BJP,NDA,70951,205970,318231,34.4472,-24294
206,2020,3,NIRAJ PANDEY,IND,Other,13119,205970,318231,6.3694,-82126
206,2020,4,PRAKASH KUMAR SINGH,INC,MGB,5414,205970,318231,2.6285,-89831
206,2020,5,MAJANU GOND,IND,Other,4191,205970,318231,2.0348,-91054
206,2020,6,DIWAN ARSHAD HUSAIN KHAN,IND,Other,2274,205970,318231,1.1040,-92971
206,2020,7,PRAHALAD BIND,IND,Other,2025,205970,318231,0.9832,-93220
206,2020,8,RAM RAJ SHARMA,LGJNPSCL,Other,1875,205970,318231,0.9103,-93370
206,2020,9,MADAN RAM,IND,Other,1565,205970,318231,0.7598,-93680
206,2020,10,RENU DEVI,HSP,Other,1458,205970,318231,0.7079,-93787
206,2020,11,DEENDAYAL SINGH KUSHWAHA,BLRP,Other,1241,205970,318231,0.6025,-94004
206,2020,12,SHIV SHANKAR SINGH,RSWD,Other,1127,205970,318231,0.5472,-94118
206,2020,13,RAJPUT DHARMENDRA SINGH,RSTJLKPS,Other,961,205970,318231,0.4666,-94284
206,2020,14,PRABHU SINGH,RSTSWNTP,Other,924,205970,318231,0.4486,-94321
206,2020,15,RITURAJ PATEL,IND,Other,847,205970,318231,0.4112,-94398
206,2020,16,VISHWANATH BIND,IND,Other,811,205970,318231,0.3937,-94434
206,2020,17,NOTA,NOTA,Other,599,205970,318231,0.2908,-94646
206,2020,18,PUSHPA DEVI,SPAKP,Other,514,205970,318231,0.2496,-94731
206,2020,19,RAMLAL SINGH,IND,Other,485,205970,318231,0.2355,-94760
206,2020,20,SAHNAWAJ ANSARI,PECP,Other,344,205970,318231,0.1670,-94901
207,2020,1,MURARI PRASAD GAUTAM,INC,MGB,71701,173823,303618,41.2494,18003
207,2020,2,LALAN PASWAN,JD(U),NDA,53698,173823,303618,30.8923,-18003
207,2020,3,CHANDRA SHEKHAR PASWAN,LJP,Other,18074,173823,303618,10.3979,-53627
207,2020,4,SHYAM BIHARI RAM,BSP,GDSF,12864,173823,303618,7.4006,-58837
207,2020,5,NOTA,NOTA,Other,3450,173823,303618,1.9848,-68251
207,2020,6,MANISH KUMAR RAJAK,IND,Other,3068,173823,303618,1.7650,-68633
207,2020,7,RAM ADHAR PASWAN,IND,Other,2549,173823,303618,1.4664,-69152
207,2020,8,SANJAY KUMAR,APoI,Other,1337,173823,303618,0.7692,-70364
207,2020,9,DHARM DEV RAM,IND,Other,1312,173823,303618,0.7548,-70389
207,2020,10,BABY DEVI,IND,Other,1235,173823,303618,0.7105,-70466
207,2020,11,RAMEKBAL RAM,IND,Other,948,173823,303618,0.5454,-70753
207,2020,12,BHAJURAM,NCP,Other,827,173823,303618,0.4758,-70874
207,2020,13,HARENDRA KUMAR,AZSP,Other,802,173823,303618,0.4614,-70899
207,2020,14,GANESH PASWAN,RSWD,Other,692,173823,303618,0.3981,-71009
207,2020,15,PRAMOD KUMAR,IND,Other,667,173823,303618,0.3837,-71034
207,2020,16,PACHMUNA DEVI,BMUP,Other,599,173823,303618,0.3446,-71102
208,2020,1,RAJESH KUMAR GUPTA,RJD,MGB,83303,178993,350097,46.5398,26423
208,2020,2,ASHOK KUMAR,JD(U),NDA,56880,178993,350097,31.7778,-26423
208,2020,3,RAMESHWAR PRASAD,LJP,Other,21426,178993,350097,11.9703,-61877
208,2020,4,MUNESHWAR GUPTA,IND,Other,2463,178993,350097,1.3760,-80840
208,2020,5,DEEN DAYAL SINGH,IND,Other,2178,178993,350097,1.2168,-81125
208,2020,6,SATYANAND KUMAR,IND,Other,1691,178993,350097,0.9447,-81612
208,2020,7,AMLA TRIPATHI,IND,Other,1476,178993,350097,0.8246,-81827
208,2020,8,UDAY AMAR SINGH,IND,Other,1415,178993,350097,0.7905,-81888
208,2020,9,ASHUTOSH SINGH,NCP,Other,1095,178993,350097,0.6118,-82208
208,2020,10,NOTA,NOTA,Other,1093,178993,350097,0.6106,-82210
208,2020,11,RAJIV RANJAN TUTUL,BHRTSBLP,Other,868,178993,350097,0.4849,-82435
208,2020,12,AJAY KUMAR SINGH,SANVP,Other,700,178993,350097,0.3911,-82603
208,2020,13,YAMUNA CHOUDHARY,AIMF,Other,634,178993,350097,0.3542,-82669
208,2020,14,SATYENDRA KUMAR SATYA,IND,Other,616,178993,350097,0.3441,-82687
208,2020,15,BADAL KUMAR,BMUP,Other,575,178993,350097,0.3212,-82728
208,2020,16,RAM SAGAR DWIVEDY,IND,Other,490,178993,350097,0.2738,-82813
208,2020,17,LAKSHMI DEVI,PSS,Other,460,178993,350097,0.2570,-82843
208,2020,18,URMILA KUER,IND,Other,430,178993,350097,0.2402,-82873
208,2020,19,JAGTENDU KUMAR,RSWD,Other,411,178993,350097,0.2296,-82892
208,2020,20,ARVIND SINGH,RSMD,Other,408,178993,350097,0.2279,-82895
208,2020,21,ARUN KUMAR,HSP,Other,381,178993,350097,0.2129,-82922
209,2020,1,SANTOSH KUMAR MISHRA,INC,MGB,59763,194298,324906,30.7584,4083
209,2020,2,BASHISTH SINGH,JD(U),NDA,55680,194298,324906,28.6570,-4083
209,2020,3,UDAY PRATAP SINGH,BSP,GDSF,47321,194298,324906,24.3549,-12442
209,2020,4,RAKESH KUMAR SINGH,LJP,Other,16988,194298,324906,8.7433,-42775
209,2020,5,NEERAJ SHUKLA,IND,Other,1594,194298,324906,0.8204,-58169
209,2020,6,RINKU KUMARI,IND,Other,1560,194298,324906,0.8029,-58203
209,2020,7,SIMA KUMARI,JAPL,Other,1513,194298,324906,0.7787,-58250
209,2020,8,ARVIND KUMAR SINGH,IND,Other,1443,194298,324906,0.7427,-58320
209,2020,9,NARAD SETH,RSWD,Other,1164,194298,324906,0.5991,-58599
209,2020,10,KAMALA SINGH,IND,Other,1016,194298,324906,0.5229,-58747
209,2020,11,PARAMHANS TIWARI,IND,Other,896,194298,324906,0.4611,-58867
209,2020,12,LAL DHARI SINGH,IND,Other,894,194298,324906,0.4601,-58869
209,2020,13,RAMASHANKAR TIWARI,IND,Other,717,194298,324906,0.3690,-59046
209,2020,14,NOTA,NOTA,Other,709,194298,324906,0.3649,-59054
209,2020,15,DEEPAK KUMAR,IND,Other,647,194298,324906,0.3330,-59116
209,2020,16,VINDHYACHAL DEVI,BHRTSBLP,Other,643,194298,324906,0.3309,-59120
209,2020,17,SAURABH TIWARI,BLRP,Other,483,194298,324906,0.2486,-59280
209,2020,18,SHAILESH KUMAR,BhAmAP,Other,409,194298,324906,0.2105,-59354
209,2020,19,MOHAMMAD SHAKIL ANSARI,SANVP,Other,377,194298,324906,0.1940,-59386
209,2020,20,RAVI PATEL,RSTJLKPS,Other,247,194298,324906,0.1271,-59516
209,2020,21,SANJAY CHOUBEY,RTJHPR,Other,234,194298,324906,0.1204,-59529
210,2020,1,VIJAY KUMAR MANDAL,RJD,MGB,59541,170280,301575,34.9665,8228
210,2020,2,RAJENDRA PRASAD SINGH,LJP,Other,51313,170280,301575,30.1345,-8228
210,2020,3,JAI KUMAR SINGH,JD(U),NDA,27252,170280,301575,16.0042,-32289
210,2020,4,RAJESH SINGH,RLSP,GDSF,18368,170280,301575,10.7869,-41173
210,2020,5,RAJESH KUMAR RAM,IND,Other,1681,170280,301575,0.9872,-57860
210,2020,6,NIRANJAN KUMAR RAY,IND,Other,1567,170280,301575,0.9202,-57974
210,2020,7,NOTA,NOTA,Other,1527,170280,301575,0.8968,-58014
210,2020,8,BHUPESH SINGH,IND,Other,1431,170280,301575,0.8404,-58110
210,2020,9,ANIL KUMAR SINGH,IND,Other,1165,170280,301575,0.6842,-58376
210,2020,10,MRITUNJAY PANDEY,IND,Other,1012,170280,301575,0.5943,-58529
210,2020,11,ARBIND KUMAR PANDEY,IND,Other,919,170280,301575,0.5397,-58622
210,2020,12,ARUN KUMAR SINGH,JAPL,Other,904,170280,301575,0.5309,-58637
210,2020,13,AJAY KUMAR SINGH,IND,Other,842,170280,301575,0.4945,-58699
210,2020,14,HARENDRA SINGH,IND,Other,814,170280,301575,0.4780,-58727
210,2020,15,RAMESAR NONIYA,RTJPS,Other,446,170280,301575,0.2619,-59095
210,2020,16,JOKHU PASWAN,BMUP,Other,415,170280,301575,0.2437,-59126
210,2020,17,SUNANDA SINGH,BHRTSBLP,Other,310,170280,301575,0.1821,-59231
210,2020,18,SATYENDRA AMRTY KATYAYAN,RSTJLKPS,Other,306,170280,301575,0.1797,-59235
210,2020,19,RAJENDRA SAH,SSD,Other,283,170280,301575,0.1662,-59258
210,2020,20,SITA SUNDARI KUMARI,RJSPS,Other,184,170280,301575,0.1081,-59357
211,2020,1,ANITA DEVI,RJD,MGB,65690,148787,290458,44.1504,17672
211,2020,2,NAGENDRA CHANDRAWANSI,JD(U),NDA,48018,148787,290458,32.2730,-17672
211,2020,3,KRISHNA KABIR,LJP,Other,12313,148787,290458,8.2756,-53377
211,2020,4,AKHILESHWAR PRASAD SINGH,RLSP,GDSF,10275,148787,290458,6.9058,-55415
211,2020,5,ARTI DEVI,IND,Other,2164,148787,290458,1.4544,-63526
211,2020,6,NOTA,NOTA,Other,1798,148787,290458,1.2084,-63892
211,2020,7,SYAD SHER JAHAN,IND,Other,1646,148787,290458,1.1063,-64044
211,2020,8,SHASHi KANT GUPTA,BhAmAP,Other,1521,148787,290458,1.0223,-64169
211,2020,9,ANITA YADAV,JAPL,Other,1195,148787,290458,0.8032,-64495
211,2020,10,KAMLESH KUMAR MISHRA,BHRTSBLP,Other,843,148787,290458,0.5666,-64847
211,2020,11,ROUSHAN CHAUDHARI,RSWD,Other,838,148787,290458,0.5632,-64852
211,2020,12,RANJAN KUMAR CHOUDHARY,JNSHKVPD,Other,691,148787,290458,0.4644,-64999
211,2020,13,SURENDRA PANDEY,NCP,Other,581,148787,290458,0.3905,-65109
211,2020,14,ANIRUDH KUMAR,PPID,Other,511,148787,290458,0.3434,-65179
211,2020,15,DHARMENDRA KUMAR SINGH,RSMD,Other,402,148787,290458,0.2702,-65288
211,2020,16,JBBAR ANSARI,BMF,Other,301,148787,290458,0.2023,-65389
212,2020,1,PHATE BAHADUR SINGH,RJD,MGB,64567,155327,294837,41.5684,464
212,2020,2,SATYANARAYAN SINGH,BJP,NDA,64103,155327,294837,41.2697,-464
212,2020,3,PRADEEP KUMAR JOSHI,RSWD,Other,9070,155327,294837,5.8393,-55497
212,2020,4,SONA DEVI,BSP,GDSF,6027,155327,294837,3.8802,-58540
212,2020,5,RAJIV RANJAN KUMAR,IND,Other,3706,155327,294837,2.3859,-60861
212,2020,6,NOTA,NOTA,Other,2145,155327,294837,1.3810,-62422
212,2020,7,SHIV GANDHI,IND,Other,1588,155327,294837,1.0224,-62979
212,2020,8,PREM PRAKASH,IND,Other,983,155327,294837,0.6329,-63584
212,2020,9,SAMEER KUMAR,JAPL,Other,633,155327,294837,0.4075,-63934
212,2020,10,DINESH SHARMA,IND,Other,633,155327,294837,0.4075,-63934
212,2020,11,GOPAL KRISHNA RAI,IND,Other,472,155327,294837,0.3039,-64095
212,2020,12,OM PRAKASH SINGH,IND,Other,458,155327,294837,0.2949,-64109
212,2020,13,UMA SHANKAR TIWARI,IND,Other,428,155327,294837,0.2755,-64139
212,2020,14,RANJEET KUMAR PATEL,PBLBRP,Other,269,155327,294837,0.1732,-64298
212,2020,15,RAMENDRA KUMAR,JKM,Other,245,155327,294837,0.1577,-64322
213,2020,1,ARUN SINGH,CPI(ML)(L),MGB,82700,171627,328648,48.1859,18189
213,2020,2,RAJESHWAR RAJ,BJP,NDA,64511,171627,328648,37.5879,-18189
213,2020,3,AMIT KUMAR SINGH,RSTJLKPS,Other,5645,171627,328648,3.2891,-77055
213,2020,4,MALTI SINGH,RLSP,GDSF,4901,171627,328648,2.8556,-77799
213,2020,5,NOTA,NOTA,Other,3010,171627,328648,1.7538,-79690
213,2020,6,HARE RAM SINGH,IND,Other,2528,171627,328648,1.4730,-80172
213,2020,7,Bansidhar Singh,IND,Other,2162,171627,328648,1.2597,-80538
213,2020,8,Ashok Kumar Singh,IND,Other,2000,171627,328648,1.1653,-80700
213,2020,9,UMESH KUMAR,JAPL,Other,1347,171627,328648,0.7848,-81353
213,2020,10,Sweta Singh,IND,Other,963,171627,328648,0.5611,-81737
213,2020,11,BINAY KUMAR,IND,Other,593,171627,328648,0.3455,-82107
213,2020,12,DHARMENDRA KUMAR RAM,IND,Other,499,171627,328648,0.2907,-82201
213,2020,13,Baban Singh,IND,Other,407,171627,328648,0.2371,-82293
213,2020,14,LAL BAHADUR YADAV,SUCI,Other,361,171627,328648,0.2103,-82339
214,2020,1,Maha Nand Singh,CPI(ML)(L),MGB,68286,144740,258687,47.1784,19950
214,2020,2,Dipak Kumar Sharma,BJP,NDA,48336,144740,258687,33.3951,-19950
214,2020,3,Subhash Chandra Yadav,RLSP,GDSF,7941,144740,258687,5.4864,-60345
214,2020,4,Mohan Kumar,JP,Other,2594,144740,258687,1.7922,-65692
214,2020,5,NOTA,NOTA,Other,2372,144740,258687,1.6388,-65914
214,2020,6,Ajay Kumar,IND,Other,2342,144740,258687,1.6181,-65944
214,2020,7,Anita Kumari,IND,Other,1498,144740,258687,1.0350,-66788
214,2020,8,Vimala Kumari,BHRTSBLP,Other,1337,144740,258687,0.9237,-66949
214,2020,9,Abhishek Ranjan,JAPL,Other,1309,144740,258687,0.9044,-66977
214,2020,10,Krishna Kishore,JD(S),Other,945,144740,258687,0.6529,-67341
214,2020,11,Anil Kumar Pandit,RSWD,Other,911,144740,258687,0.6294,-67375
214,2020,12,Sikandar Kumar,JRJP,Other,911,144740,258687,0.6294,-67375
214,2020,13,Shah Imran Ahmad,IND,Other,812,144740,258687,0.5610,-67474
214,2020,14,Subhash Sharma,APKSP,Other,792,144740,258687,0.5472,-67494
214,2020,15,Kameshwar Thakur,BMUP,Other,652,144740,258687,0.4505,-67634
214,2020,16,Sanjay Kumar,AHFBK,Other,636,144740,258687,0.4394,-67650
214,2020,17,Gorakh Rajwar,IND,Other,530,144740,258687,0.3662,-67756
214,2020,18,Aunrag Kumar,PPID,Other,500,144740,258687,0.3454,-67786
214,2020,19,Vimlesh Kumar,pms,Other,466,144740,258687,0.3220,-67820
214,2020,20,Bhim Paswan,IND,Other,444,144740,258687,0.3068,-67842
214,2020,21,Md Shabbir Alam,BHULKD,Other,363,144740,258687,0.2508,-67923
214,2020,22,Kumar Gaurav,IND,Other,263,144740,258687,0.1817,-68023
214,2020,23,Vikash Kumar,IND,Other,260,144740,258687,0.1796,-68026
214,2020,24,Shashi Bhushan Sinha,IND,Other,240,144740,258687,0.1658,-68046
215,2020,1,BAGI KUMAR VERMA,RJD,MGB,54227,137144,248759,39.5402,27810
215,2020,2,SATYADEO SINGH,JD(U),NDA,26417,137144,248759,19.2622,-27810
215,2020,3,BHUWNESHWAR PATHAK,LJP,Other,20509,137144,248759,14.9544,-33718
215,2020,4,PAPPU KUMAR VERMA,RLSP,GDSF,16158,137144,248759,11.7818,-38069
215,2020,5,SANTOSH KUMAR SINGH,IND,Other,2802,137144,248759,2.0431,-51425
215,2020,6,JAMALUDIN ANSARI,JAPL,Other,2079,137144,248759,1.5159,-52148
215,2020,7,RAMPRAVESH YADAV,IND,Other,1677,137144,248759,1.2228,-52550
215,2020,8,AJAY KUMAR,IND,Other,1616,137144,248759,1.1783,-52611
215,2020,9,SUCHITRA SINHA,BHRTSBLP,Other,1574,137144,248759,1.1477,-52653
215,2020,10,MD ABDULLAH JAMAL MALIK,IND,Other,1499,137144,248759,1.0930,-52728
215,2020,11,RAJENDRA YADAV,LJD,Other,1392,137144,248759,1.0150,-52835
215,2020,12,DEEPAK KUMAR,IND,Other,1291,137144,248759,0.9413,-52936
215,2020,13,NOTA,NOTA,Other,1200,137144,248759,0.8750,-53027
215,2020,14,SUBHASH SAW,RTSHD,Other,1082,137144,248759,0.7890,-53145
215,2020,15,VINOD SHARMA,IND,Other,771,137144,248759,0.5622,-53456
215,2020,16,SHAFIQUL RAHMAN,NCP,Other,752,137144,248759,0.5483,-53475
215,2020,17,SUBASH SINGH,IND,Other,709,137144,248759,0.5170,-53518
215,2020,18,RUPESH KUMAR,SUCI,Other,478,137144,248759,0.3485,-53749
215,2020,19,SUNIL KUMAR,PPID,Other,477,137144,248759,0.3478,-53750
215,2020,20,ALOK KUMAR,JRJP,Other,434,137144,248759,0.3165,-53793
216,2020,1,Kumar Krishna Mohan urf Suday Yadav,RJD,MGB,75030,159548,298388,47.0266,33902
216,2020,2,Krishannandan Prasad Verma,JD(U),NDA,41128,159548,298388,25.7778,-33902
216,2020,3,Indu Devi Kashyap,LJP,Other,24176,159548,298388,15.1528,-50854
216,2020,4,Manoj Kumar Singh,BSP,GDSF,3945,159548,298388,2.4726,-71085
216,2020,5,Mritunjay Kumar,BHRTSBLP,Other,2903,159548,298388,1.8195,-72127
216,2020,6,NOTA,NOTA,Other,2388,159548,298388,1.4967,-72642
216,2020,7,Sijantri Kumari,IND,Other,2026,159548,298388,1.2698,-73004
216,2020,8,Sanjay Kumar,IND,Other,1822,159548,298388,1.1420,-73208
216,2020,9,Sultan Amhad,JAPL,Other,1809,159548,298388,1.1338,-73221
216,2020,10,Satish Kumar,RPPRINAT,Other,917,159548,298388,0.5747,-74113
216,2020,11,Sachida nand Sinha,JRVP,Other,849,159548,298388,0.5321,-74181
216,2020,12,Kalam uddin,RJnJnP,Other,706,159548,298388,0.4425,-74324
216,2020,13,Raju Kumar,SUCI,Other,638,159548,298388,0.3999,-74392
216,2020,14,Anil Kumar Singh,JD(S),Other,469,159548,298388,0.2940,-74561
216,2020,15,Devendra Prasad,APKSP,Other,435,159548,298388,0.2726,-74595
216,2020,16,Amit Kumar,pms,Other,307,159548,298388,0.1924,-74723
217,2020,1,RAM BALI SINGH YADAV,CPI(ML)(L),MGB,74712,152267,262439,49.0664,17333
217,2020,2,RAHUL KUMAR,JD(U),NDA,57379,152267,262439,37.6831,-17333
217,2020,3,RAKESH KUMAR SINGH,LJP,Other,4762,152267,262439,3.1274,-69950
217,2020,4,NOTA,NOTA,Other,3793,152267,262439,2.4910,-70919
217,2020,5,SATYENDRA PRASAD YADAV,IND,Other,2729,152267,262439,1.7922,-71983
217,2020,6,NITYANANDA,IND,Other,2328,152267,262439,1.5289,-72384
217,2020,7,ARVIND KUMAR,IND,Other,1652,152267,262439,1.0849,-73060
217,2020,8,JAYANT KUMAR,BHRTSBLP,Other,1333,152267,262439,0.8754,-73379
217,2020,9,JYOTI KUMARI,IND,Other,1091,152267,262439,0.7165,-73621
217,2020,10,INDRAJEET KUMAR SUDHAKAR,JMBP,Other,1019,152267,262439,0.6692,-73693
217,2020,11,SANJIT KUMAR SINGH,IND,Other,803,152267,262439,0.5274,-73909
217,2020,12,MANI BHUSHAN SHARMA,IND,Other,666,152267,262439,0.4374,-74046
218,2020,1,Satish Kumar,RJD,MGB,71571,137599,242754,52.0142,22565
218,2020,2,DEVENDRA KUMAR,HAMS,NDA,49006,137599,242754,35.6151,-22565
218,2020,3,Byas muni das,BSP,GDSF,5025,137599,242754,3.6519,-66546
218,2020,4,Dharmendra Kumar,IND,Other,3200,137599,242754,2.3256,-68371
218,2020,5,NOTA,NOTA,Other,2196,137599,242754,1.5959,-69375
